State Name,LGA Name,WARD Name,Old Ward Total Pop.,Ward old % Pop.,New Ward Total. Pop.2009,Old LGA Total Pop,New LGA Total Pop.2009,New Ward 2009 0-59Mth Target,New Ward 2009 9-59Mth Target
KATSINA,SABUWA,GAZARI,5239,6%," 	8,798 ",,," 	1,496 "," 	1,760 "
KATSINA,SABUWA,MACHIKA,7373,8%," 	12,382 ",,," 	2,105 "," 	2,476 "
KATSINA,SABUWA,MAIBAKKO,10509,12%," 	17,648 ",,," 	3,000 "," 	3,530 "
KATSINA,SABUWA,RAFIN IWA,9254,10%," 	15,540 ",,," 	2,642 "," 	3,108 "
KATSINA,SABUWA,SABUWA A,14606,16%," 	24,528 ",,," 	4,170 "," 	4,906 "
KATSINA,SABUWA,SABUWA B.,7604,9%," 	12,769 ",,," 	2,171 "," 	2,554 "
KATSINA,SABUWA,SAYAU,6496,7%," 	10,909 ",,," 	1,854 "," 	2,182 "
KATSINA,SAFANA,BABAN DUHU 'A',12587,8%," 	16,215 "," 	155,889 "," 	200,820 "," 	2,757 "," 	3,243 "
KATSINA,SAFANA,BABAN DUHU 'B',16183,10%," 	20,847 ",,," 	3,544 "," 	4,169 "
KATSINA,SAFANA,BAURE 'A',14311,9%," 	18,436 ",,," 	3,134 "," 	3,687 "
KATSINA,SAFANA,BAURE 'B',11837,8%," 	15,249 ",,," 	2,592 "," 	3,050 "
KATSINA,SAFANA,RUNKA 'A',24572,16%," 	31,654 ",,," 	5,381 "," 	6,331 "
KATSINA,SAFANA,RUNKA 'B',21891,14%," 	28,201 ",,," 	4,794 "," 	5,640 "
KATSINA,SAFANA,SAFANA,21747,14%," 	28,015 ",,," 	4,763 "," 	5,603 "
KATSINA,SAFANA,TSASKIYA,18734,12%," 	24,134 ",,," 	4,103 "," 	4,827 "
KATSINA,SAFANA,ZAKKA 'A',1584,1%," 	2,041 ",,, 	347 , 	408 
KATSINA,SAFANA,ZAKKA 'B',12443,8%," 	16,029 ",,," 	2,725 "," 	3,206 "
KATSINA,SANDAMU,DANEJI 'A',5986,5%," 	7,473 "," 	120,160 "," 	150,017 "," 	1,270 "," 	1,495 "
KATSINA,SANDAMU,DANEJI 'B',3493,3%," 	4,361 ",,, 	741 , 	872 
KATSINA,SANDAMU,FAGO 'A',7514,6%," 	9,381 ",,," 	1,595 "," 	1,876 "
KATSINA,SANDAMU,FAGO 'B',7896,7%," 	9,858 ",,," 	1,676 "," 	1,972 "
KATSINA,SANDAMU,KAGARE,3566,3%," 	4,452 ",,, 	757 , 	890 
KATSINA,SANDAMU,KARIKARKU,2201,2%," 	2,748 ",,, 	467 , 	550 
KATSINA,SANDAMU,KATSA YAL,6257,5%," 	7,812 ",,," 	1,328 "," 	1,562 "
KATSINA,SANDAMU,KWASARAWA,5294,4%," 	6,609 ",,," 	1,124 "," 	1,322 "
KATSINA,SANDAMU,RADE 'A',6952,6%," 	8,679 ",,," 	1,476 "," 	1,736 "
KATSINA,SANDAMU,RADE 'B',24370,20%," 	30,425 ",,," 	5,172 "," 	6,085 "
KATSINA,SANDAMU,SANDAMU,46631,39%," 	58,218 ",,," 	9,897 "," 	11,644 "
KATSINA,ZANGO,DARGAGE,14124,11%," 	19,307 "," 	123,702 "," 	169,092 "," 	3,282 "," 	3,861 "
KATSINA,ZANGO,GARNI,13174,11%," 	18,008 ",,," 	3,061 "," 	3,602 "
KATSINA,ZANGO,GWAMBA,13644,11%," 	18,650 ",,," 	3,171 "," 	3,730 "
KATSINA,ZANGO,KANDA,10154,8%," 	13,880 ",,," 	2,360 "," 	2,776 "
KATSINA,ZANGO,KAWARIN KUDI,8843,7%," 	12,088 ",,," 	2,055 "," 	2,418 "
KATSINA,ZANGO,KAWARIN MALAMAI,12556,10%," 	17,163 ",,," 	2,918 "," 	3,433 "
KATSINA,ZANGO,ROGOGO CIDARI ,13444,11%," 	18,377 ",,," 	3,124 "," 	3,675 "
KATSINA,ZANGO,SARA,7006,6%," 	9,577 ",,," 	1,628 "," 	1,915 "
KATSINA,ZANGO,YAR DAJE,10165,8%," 	13,895 ",,," 	2,362 "," 	2,779 "
KATSINA,ZANGO,ZANGO,20592,17%," 	28,148 ",,," 	4,785 "," 	5,630 "
,State Total,," 	5,814,185 ",," 	6,329,710 "," 	5,814,185 "," 	6,329,710 "," 	1,076,051 "," 	1,265,942 "
