State Name,LGA Name,WARD Name,Old Ward Total Pop.,Ward old % Pop.,New Ward Total. Pop.2009,Old LGA Total Pop,New LGA Total Pop.2009,New Ward 2009 0-59Mth Target,New Ward 2009 9-59Mth Target
Kano,Kunchi,Ridawa,2183,3%," 	3,974 ",,, 	676 , 	795 
Kano,Kunchi,Shamakawa,2802,4%," 	5,101 ",,, 	867 ," 	1,020 "
Kano,Kunchi,Shuwaki,14069,21%," 	25,612 ",,," 	4,354 "," 	5,122 "
Kano,Kunchi,Yandadi,12479,19%," 	22,718 ",,," 	3,862 "," 	4,544 "
Kano,Kura,Dalli,6537,8%," 	12,161 "," 	85,678 "," 	159,394 "," 	2,067 "," 	2,432 "
Kano,Kura,Dan Hassan,12684,15%," 	23,597 ",,," 	4,012 "," 	4,719 "
Kano,Kura,Dukawa,10866,13%," 	20,215 ",,," 	3,437 "," 	4,043 "
Kano,Kura,Gand utse,3028,4%," 	5,633 ",,, 	958 ," 	1,127 "
Kano,Kura,Karfi,6341,7%," 	11,797 ",,," 	2,005 "," 	2,359 "
Kano,Kura,Kosawa,11313,13%," 	21,047 ",,," 	3,578 "," 	4,209 "
Kano,Kura,Kura,7600,9%," 	14,139 ",,," 	2,404 "," 	2,828 "
Kano,Kura,Kurun Sumau,10200,12%," 	18,976 ",,," 	3,226 "," 	3,795 "
Kano,Kura,Rigar Duka,12452,15%," 	23,166 ",,," 	3,938 "," 	4,633 "
Kano,Kura,Tanawa,4657,5%," 	8,664 ",,," 	1,473 "," 	1,733 "
Kano,Madobi,Burji,6713,6%," 	8,310 "," 	121,654 "," 	150,600 "," 	1,413 "," 	1,662 "
Kano,Madobi,Cinkoso,6708,6%," 	8,304 ",,," 	1,412 "," 	1,661 "
Kano,Madobi,Galinja,5496,5%," 	6,804 ",,," 	1,157 "," 	1,361 "
Kano,Madobi,Gora,13234,11%," 	16,383 ",,," 	2,785 "," 	3,277 "
Kano,Madobi,KAKIN Agur,7929,7%," 	9,816 ",,," 	1,669 "," 	1,963 "
Kano,Madobi,Kanwa,8430,7%," 	10,436 ",,," 	1,774 "," 	2,087 "
Kano,Madobi,Kauran Mata,7429,6%," 	9,197 ",,," 	1,563 "," 	1,839 "
Kano,Madobi,Kubaraci,13287,11%," 	16,448 ",,," 	2,796 "," 	3,290 "
Kano,Madobi,Kwankwaso,15232,13%," 	18,856 ",,," 	3,206 "," 	3,771 "
Kano,Madobi,Madobi,16462,14%," 	20,379 ",,," 	3,464 "," 	4,076 "
Kano,Madobi,Rikadawa,12804,11%," 	15,851 ",,," 	2,695 "," 	3,170 "
Kano,Madobi,Yakun,7930,7%," 	9,817 ",,," 	1,669 "," 	1,963 "
Kano,Makoda,Babbar Riga,6140,8%," 	19,834 "," 	75,891 "," 	245,151 "," 	3,372 "," 	3,967 "
Kano,Makoda,Durma,6520,9%," 	21,062 ",,," 	3,580 "," 	4,212 "
Kano,Makoda,jibga,5913,8%," 	19,101 ",,," 	3,247 "," 	3,820 "
Kano,Makoda,Kadan Dani,8341,11%," 	26,944 ",,," 	4,580 "," 	5,389 "
Kano,Makoda,koguna,6899,9%," 	22,286 ",,," 	3,789 "," 	4,457 "
Kano,Makoda,koren Tabo,8417,11%," 	27,189 ",,," 	4,622 "," 	5,438 "
Kano,Makoda,Maitsida,6671,9%," 	21,549 ",,," 	3,663 "," 	4,310 "
Kano,Makoda,Makoda,6823,9%," 	22,040 ",,," 	3,747 "," 	4,408 "
Kano,Makoda,Satame,5913,8%," 	19,101 ",,," 	3,247 "," 	3,820 "
Kano,Makoda,Tangaji,7354,10%," 	23,756 ",,," 	4,038 "," 	4,751 "
Kano,Makoda,Wailare,6900,9%," 	22,289 ",,," 	3,789 "," 	4,458 "
Kano,Minjibir,Azore,25495,10%," 	23,058 "," 	260,575 "," 	235,666 "," 	3,920 "," 	4,612 "
Kano,Minjibir,Gandurwawa,27068,10%," 	24,481 ",,," 	4,162 "," 	4,896 "
Kano,Minjibir,Kantama,25484,10%," 	23,048 ",,," 	3,918 "," 	4,610 "
Kano,Minjibir,Kunya,31396,12%," 	28,395 ",,," 	4,827 "," 	5,679 "
Kano,Minjibir,Kuru,27679,11%," 	25,033 ",,," 	4,256 "," 	5,007 "
Kano,Minjibir,Kwarkiya,19609,8%," 	17,735 ",,," 	3,015 "," 	3,547 "
Kano,Minjibir,Minjibir,25825,10%," 	23,356 ",,," 	3,971 "," 	4,671 "
Kano,Minjibir,Sarbi,14830,6%," 	13,412 ",,," 	2,280 "," 	2,682 "
Kano,Minjibir,Tsakiya,17699,7%," 	16,007 ",,," 	2,721 "," 	3,201 "
Kano,Minjibir,Tsakuwa,25675,10%," 	23,221 ",,," 	3,948 "," 	4,644 "
Kano,Minjibir,Wasai,19815,8%," 	17,921 ",,," 	3,047 "," 	3,584 "
Kano,Nassarawa,Dakata,24481,7%," 	46,040 "," 	349,729 "," 	657,710 "," 	7,827 "," 	9,208 "
Kano,Nassarawa,Gama,34973,10%," 	65,771 ",,," 	11,181 "," 	13,154 "
Kano,Nassarawa,Gawuna,20984,6%," 	39,463 ",,," 	6,709 "," 	7,893 "
Kano,Nassarawa,Giginyu,52459,15%," 	98,656 ",,," 	16,771 "," 	19,731 "
Kano,Nassarawa,Gwagwarwa,24481,7%," 	46,040 ",,," 	7,827 "," 	9,208 "
Kano,Nassarawa,hotoro North,38470,11%," 	72,348 ",,," 	12,299 "," 	14,470 "
Kano,Nassarawa,hotoro South,31476,9%," 	59,195 ",,," 	10,063 "," 	11,839 "
Kano,Nassarawa,Kaura Goje,31476,9%," 	59,195 ",,," 	10,063 "," 	11,839 "
Kano,Nassarawa,Kawaji,41967,12%," 	78,924 ",,," 	13,417 "," 	15,785 "
Kano,Nassarawa,Tudun Murtala,27978,8%," 	52,616 ",,," 	8,945 "," 	10,523 "
Kano,Nassarawa,Tudun Wada,20984,6%," 	39,463 ",,," 	6,709 "," 	7,893 "
Kano,Rano,Dawaki,9011,8%," 	12,386 "," 	116,631 "," 	160,318 "," 	2,106 "," 	2,477 "
Kano,Rano,Lausu,7001,6%," 	9,623 ",,," 	1,636 "," 	1,925 "
Kano,Rano,Madachi,14212,12%," 	19,535 ",,," 	3,321 "," 	3,907 "
Kano,Rano,Rano,16202,14%," 	22,271 ",,," 	3,786 "," 	4,454 "
Kano,Rano,Rurum - Tsohon Gari,15978,14%," 	21,963 ",,," 	3,734 "," 	4,393 "
Kano,Rano,Rurum-Sabon Gari,11626,10%," 	15,981 ",,," 	2,717 "," 	3,196 "
Kano,Rano,Saji,11192,10%," 	15,384 ",,," 	2,615 "," 	3,077 "
Kano,Rano,Yalwa,8006,7%," 	11,005 ",,," 	1,871 "," 	2,201 "
Kano,Rano,Zinyau,10421,9%," 	14,324 ",,," 	2,435 "," 	2,865 "
Kano,Rano,Zurgau,12982,11%," 	17,845 ",,," 	3,034 "," 	3,569 "
Kano,Rimin Gado,Butu-butu,4902,5%," 	6,194 "," 	91,413 "," 	115,510 "," 	1,053 "," 	1,239 "
Kano,Rimin Gado,Dawakin Gulu,4884,5%," 	6,171 ",,," 	1,049 "," 	1,234 "
Kano,Rimin Gado,Doka Dawa,5603,6%," 	7,080 ",,," 	1,204 "," 	1,416 "
Kano,Rimin Gado,Dugurawa,4559,5%," 	5,761 ",,, 	979 ," 	1,152 "
Kano,Rimin Gado,Gulu,13681,15%," 	17,287 ",,," 	2,939 "," 	3,457 "
Kano,Rimin Gado,Jili,6174,7%," 	7,802 ",,," 	1,326 "," 	1,560 "
Kano,Rimin Gado,Karofin Yashi,6006,7%," 	7,589 ",,," 	1,290 "," 	1,518 "
Kano,Rimin Gado,Rimin Gado,15683,17%," 	19,817 ",,," 	3,369 "," 	3,963 "
Kano,Rimin Gado,Sakara tsa,4020,4%," 	5,080 ",,, 	864 ," 	1,016 "
Kano,Rimin Gado,Tamawa,5664,6%," 	7,157 ",,," 	1,217 "," 	1,431 "
Kano,Rimin Gado,Yalwan Danziyal,13253,14%," 	16,747 ",,," 	2,847 "," 	3,349 "
Kano,Rimin Gado,Zangon Dan Abdu,6984,8%," 	8,825 ",,," 	1,500 "," 	1,765 "
Kano,Rogo,Beli,14871,9%," 	21,366 "," 	174,728 "," 	251,041 "," 	3,632 "," 	4,273 "
Kano,Rogo,Falgore,17195,10%," 	24,705 ",,," 	4,200 "," 	4,941 "
Kano,Rogo,Fulatan,16731,10%," 	24,038 ",,," 	4,087 "," 	4,808 "
Kano,Rogo,Gwangwan,14871,9%," 	21,366 ",,," 	3,632 "," 	4,273 "
Kano,Rogo,Jajaye,18110,10%," 	26,020 ",,," 	4,423 "," 	5,204 "
Kano,Rogo,Rogo 5/Gari,21379,12%," 	30,716 ",,," 	5,222 "," 	6,143 "
Kano,Rogo,Rogo Ruma,19519,11%," 	28,044 ",,," 	4,767 "," 	5,609 "
Kano,Rogo,Ruwan Bago,16731,10%," 	24,038 ",,," 	4,087 "," 	4,808 "
Kano,Rogo,Zarewa,18590,11%," 	26,709 ",,," 	4,541 "," 	5,342 "
Kano,Rogo,Zoza,16731,10%," 	24,038 ",,," 	4,087 "," 	4,808 "
Kano,Shanono,Alajawa,11670,9%," 	14,373 "," 	125,845 "," 	154,992 "," 	2,443 "," 	2,875 "
Kano,Shanono,Dutsen bakoshi,11933,9%," 	14,697 ",,," 	2,498 "," 	2,939 "
Kano,Shanono,Faruruwa,14177,11%," 	17,461 ",,," 	2,968 "," 	3,492 "
Kano,Shanono,Goron Du tse,10507,8%," 	12,941 ",,," 	2,200 "," 	2,588 "
Kano,Shanono,Kadamu,13624,11%," 	16,779 ",,," 	2,853 "," 	3,356 "
Kano,Shanono,Kokiya,11707,9%," 	14,418 ",,," 	2,451 "," 	2,884 "
Kano,Shanono,Leni,11564,9%," 	14,242 ",,," 	2,421 "," 	2,848 "
Kano,Shanono,Shakogi,13119,10%," 	16,157 ",,," 	2,747 "," 	3,231 "
Kano,Shanono,Shanono,14733,12%," 	18,145 ",,," 	3,085 "," 	3,629 "
Kano,Shanono,Tsaure,12811,10%," 	15,778 ",,," 	2,682 "," 	3,156 "
Kano,Sumaila,Gala,20269,8%," 	23,490 "," 	241,265 "," 	279,611 "," 	3,993 "," 	4,698 "
Kano,Sumaila,Gani,21750,9%," 	25,207 ",,," 	4,285 "," 	5,041 "
Kano,Sumaila,Garfa,20264,8%," 	23,485 ",,," 	3,992 "," 	4,697 "
Kano,Sumaila,Gediya,22260,9%," 	25,798 ",,," 	4,386 "," 	5,160 "
Kano,Sumaila,Kanawa,20345,8%," 	23,579 ",,," 	4,008 "," 	4,716 "
Kano,Sumaila,Magami,24260,10%," 	28,116 ",,," 	4,780 "," 	5,623 "
Kano,Sumaila,Masu,21812,9%," 	25,279 ",,," 	4,297 "," 	5,056 "
Kano,Sumaila,Rimi,23726,10%," 	27,497 ",,," 	4,674 "," 	5,499 "
Kano,Sumaila,Rumo,20281,8%," 	23,504 ",,," 	3,996 "," 	4,701 "
Kano,Sumaila,Sitti,22050,9%," 	25,555 ",,," 	4,344 "," 	5,111 "
Kano,Sumaila,Sumaila,24248,10%," 	28,102 ",,," 	4,777 "," 	5,620 "
Kano,Takai,Bagwaro,16176,8%," 	17,519 "," 	206,357 "," 	223,484 "," 	2,978 "," 	3,504 "
Kano,Takai,Durbunde,26169,13%," 	28,341 ",,," 	4,818 "," 	5,668 "
Kano,Takai,F alali,16129,8%," 	17,468 ",,," 	2,970 "," 	3,494 "
Kano,Takai,Fajewa,16057,8%," 	17,390 ",,," 	2,956 "," 	3,478 "
Kano,Takai,Farun Ruwa,24240,12%," 	26,252 ",,," 	4,463 "," 	5,250 "
Kano,Takai,Kachako,27626,13%," 	29,919 ",,," 	5,086 "," 	5,984 "
Kano,Takai,Karfi,14883,7%," 	16,118 ",,," 	2,740 "," 	3,224 "
Kano,Takai,Kuka,14998,7%," 	16,243 ",,," 	2,761 "," 	3,249 "
Kano,Takai,Takai,33550,16%," 	36,335 ",,," 	6,177 "," 	7,267 "
Kano,Takai,Zuga,16529,8%," 	17,901 ",,," 	3,043 "," 	3,580 "
Kano,Tarauni,Babban Giji,62812,20%," 	48,027 "," 	319,133 "," 	244,013 "," 	8,165 "," 	9,605 "
Kano,Tarauni,Darmanawa,10690,3%," 	8,174 ",,," 	1,390 "," 	1,635 "
Kano,Tarauni,Daurawa,12476,4%," 	9,539 ",,," 	1,622 "," 	1,908 "
Kano,Tarauni,Gyadi Gayadi Arewa,12595,4%," 	9,630 ",,," 	1,637 "," 	1,926 "
Kano,Tarauni,Gyadi Gyadi Kudu,22595,7%," 	17,276 ",,," 	2,937 "," 	3,455 "
Kano,Tarauni,hotoro,48548,15%," 	37,120 ",,," 	6,310 "," 	7,424 "
Kano,Tarauni,Tarauni,34143,11%," 	26,106 ",,," 	4,438 "," 	5,221 "
Kano,Tarauni,U/Uku K/Alu,31257,10%," 	23,899 ",,," 	4,063 "," 	4,780 "
Kano,Tarauni,Unguwa Uku C/Gari,73588,23%," 	56,266 ",,," 	9,565 "," 	11,253 "
Kano,Tarauni,Unguwar Gano,10429,3%," 	7,974 ",,," 	1,356 "," 	1,595 "
Kano,Tofa,Dandare,2326,3%," 	2,744 "," 	91,320 "," 	107,732 ", 	466 , 	549 
Kano,Tofa,Doka,3907,4%," 	4,609 ",,, 	784 , 	922 
Kano,Tofa,Gajida,2102,2%," 	2,480 ",,, 	422 , 	496 
Kano,Tofa,Ginsawa,3950,4%," 	4,660 ",,, 	792 , 	932 
Kano,Tofa,Janguza,12729,14%," 	15,017 ",,," 	2,553 "," 	3,003 "
Kano,Tofa,Jauben Kudu,3826,4%," 	4,514 ",,, 	767 , 	903 
Kano,Tofa,Kwami,1605,2%," 	1,893 ",,, 	322 , 	379 
Kano,Tofa,Lambu,9100,10%," 	10,735 ",,," 	1,825 "," 	2,147 "
Kano,Tofa,Langel,8650,9%," 	10,205 ",,," 	1,735 "," 	2,041 "
Kano,Tofa,Tofa,12714,14%," 	14,999 ",,," 	2,550 "," 	3,000 "
Kano,Tofa,Unguwar Rimi,5210,6%," 	6,146 ",,," 	1,045 "," 	1,229 "
Kano,Tofa,Wangara,7129,8%," 	8,410 ",,," 	1,430 "," 	1,682 "
Kano,Tofa,Yalwa Karama,5107,6%," 	6,025 ",,," 	1,024 "," 	1,205 "
Kano,Tofa,Yanoko,8060,9%," 	9,509 ",,," 	1,616 "," 	1,902 "
Kano,Tofa,Yarimawa,4905,5%," 	5,787 ",,, 	984 ," 	1,157 "
Kano,Tsanyawa,Daddarawa,7870,10%," 	16,687 "," 	81,976 "," 	173,811 "," 	2,837 "," 	3,337 "
Kano,Tsanyawa,Dunbulum,7870,10%," 	16,687 ",,," 	2,837 "," 	3,337 "
Kano,Tsanyawa,Gozarki,8444,10%," 	17,904 ",,," 	3,044 "," 	3,581 "
Kano,Tsanyawa,Gurun,8853,11%," 	18,771 ",,," 	3,191 "," 	3,754 "
Kano,Tsanyawa,Kaba Giwa,8608,11%," 	18,251 ",,," 	3,103 "," 	3,650 "
Kano,Tsanyawa,Tatsa,8771,11%," 	18,597 ",,," 	3,161 "," 	3,719 "
Kano,Tsanyawa,Tsanyawa,8116,10%," 	17,208 ",,," 	2,925 "," 	3,442 "
Kano,Tsanyawa,Yan Kamaye,8114,10%," 	17,204 ",,," 	2,925 "," 	3,441 "
Kano,Tsanyawa,Yanganau,7624,9%," 	16,165 ",,," 	2,748 "," 	3,233 "
Kano,Tsanyawa,Zarogi,7706,9%," 	16,339 ",,," 	2,778 "," 	3,268 "
Kano,Tudun Wada,Baburi,6882,4%," 	10,219 "," 	172,038 "," 	255,450 "," 	1,737 "," 	2,044 "
Kano,Tudun Wada,Burun-Burun,5161,3%," 	7,663 ",,," 	1,303 "," 	1,533 "
Kano,Tudun Wada,Dalawa,3441,2%," 	5,109 ",,, 	869 ," 	1,022 "
Kano,Tudun Wada,Jandutse,30966,18%," 	45,980 ",,," 	7,817 "," 	9,196 "
Kano,Tudun Wada,Jita,15483,9%," 	22,990 ",,," 	3,908 "," 	4,598 "
Kano,Tudun Wada,Karefa,17204,10%," 	25,545 ",,," 	4,343 "," 	5,109 "
Kano,Tudun Wada,Nata/ala,25806,15%," 	38,318 ",,," 	6,514 "," 	7,664 "
Kano,Tudun Wada,Sabon Gari,22365,13%," 	33,209 ",,," 	5,645 "," 	6,642 "
Kano,Tudun Wada,Shuwaki,25806,15%," 	38,318 ",,," 	6,514 "," 	7,664 "
Kano,Tudun Wada,Tsohon Gari,15483,9%," 	22,990 ",,," 	3,908 "," 	4,598 "
Kano,Tudun Wada,Yaryasa,3441,2%," 	5,109 ",,, 	869 ," 	1,022 "
Kano,Ungogo,Bachirawa,24243,10%," 	40,327 "," 	244,960 "," 	407,474 "," 	6,856 "," 	8,065 "
Kano,Ungogo,Fanisau,21452,9%," 	35,684 ",,," 	6,066 "," 	7,137 "
Kano,Ungogo,Gayawa,18707,8%," 	31,118 ",,," 	5,290 "," 	6,224 "
Kano,Ungogo,Kadawa,20095,8%," 	33,427 ",,," 	5,683 "," 	6,685 "
Kano,Ungogo,Karo,17167,7%," 	28,556 ",,," 	4,855 "," 	5,711 "
Kano,Ungogo,Rangaza,14031,6%," 	23,340 ",,," 	3,968 "," 	4,668 "
Kano,Ungogo,Rijiyar Zaki,34810,14%," 	57,904 ",,," 	9,844 "," 	11,581 "
Kano,Ungogo,Tudun Fulani,24179,10%," 	40,220 ",,," 	6,837 "," 	8,044 "
Kano,Ungogo,Ungogo,33493,14%," 	55,713 ",,," 	9,471 "," 	11,143 "
Kano,Ungogo,Yada Kunya,18707,8%," 	31,118 ",,," 	5,290 "," 	6,224 "
Kano,Ungogo,Zango,18076,7%," 	30,068 ",,," 	5,112 "," 	6,014 "
Kano,Warawa,Amarawa,14000,7%," 	9,676 "," 	205,404 "," 	141,962 "," 	1,645 "," 	1,935 "
Kano,Warawa,Danlasan,3814,2%," 	2,636 ",,, 	448 , 	527 
Kano,Warawa,Garin Dau,16686,8%," 	11,532 ",,," 	1,960 "," 	2,306 "
Kano,Warawa,Gogel,4636,2%," 	3,204 ",,, 	545 , 	641 
Kano,Warawa,Imawa,20905,10%," 	14,448 ",,," 	2,456 "," 	2,890 "
Kano,Warawa,Jemagu,3814,2%," 	2,636 ",,, 	448 , 	527 
Kano,Warawa,Jigawa,16698,8%," 	11,541 ",,," 	1,962 "," 	2,308 "
Kano,Warawa,Juma Galadima,16231,8%," 	11,218 ",,," 	1,907 "," 	2,244 "
Kano,Warawa,Katar Kawa,6919,3%," 	4,782 ",,, 	813 , 	956 
Kano,Warawa,Madarin Mata,17836,9%," 	12,327 ",,," 	2,096 "," 	2,465 "
Kano,Warawa,Tamburawan Gabas,10219,5%," 	7,063 ",,," 	1,201 "," 	1,413 "
Kano,Warawa,Tanagar,24548,12%," 	16,966 ",,," 	2,884 "," 	3,393 "
Kano,Warawa,Warawa,3662,2%," 	2,531 ",,, 	430 , 	506 
Kano,Warawa,Yandalla,22179,11%," 	15,329 ",,," 	2,606 "," 	3,066 "
Kano,Warawa,Yangizo,23257,11%," 	16,074 ",,," 	2,733 "," 	3,215 "
Kano,Wudil,Achika,8466,8%," 	15,541 "," 	111,199 "," 	204,134 "," 	2,642 "," 	3,108 "
Kano,Wudil,Dagumawa,14565,13%," 	26,738 ",,," 	4,545 "," 	5,348 "
Kano,Wudil,Dankaza,9474,9%," 	17,392 ",,," 	2,957 "," 	3,478 "
Kano,Wudil,Darki,14699,13%," 	26,984 ",,," 	4,587 "," 	5,397 "
Kano,Wudil,Kausani,11886,11%," 	21,820 ",,," 	3,709 "," 	4,364 "
Kano,Wudil,Lajawa,13887,12%," 	25,493 ",,," 	4,334 "," 	5,099 "
Kano,Wudil,lndabo,8198,7%," 	15,050 ",,," 	2,558 "," 	3,010 "
Kano,Wudil,Sabon Gari,8046,7%," 	14,770 ",,," 	2,511 "," 	2,954 "
Kano,Wudil,Utai,6994,6%," 	12,839 ",,," 	2,183 "," 	2,568 "
Kano,Wudil,Wudil,14984,13%," 	27,507 ",,," 	4,676 "," 	5,501 "
,State Total,," 	7,949,177 ",," 	11,624,497 "," 	7,788,216 "," 	10,343,659 "," 	1,976,165 "," 	2,324,899 "
